district,rps01,rps02,rps03,rps04,rps05,rps06,rps07,rps08,rps09,rps10,rps11,rps12,rps13,rps14,rps15,rps16,rps17,rps18,rps19,rps20,rps21,rps22,rps23,rps24,rps25,rps26,rps27
板橋區,房地(土地+建物),新北市板橋區三民路二段21巷61~90號,50,住,,,1080504,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,570220,92.4,4,2,2,有,無,11500000,124459,,0,0,頂樓增建,RPUOMLLKOHOFFAF48CA
板橋區,房地(土地+建物),新北市板橋區新海路385巷28弄1~30號,29.24,住,,,1080414,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,100.35,3,2,2,有,無,8600000,85700,,0,0,含增建或未登記建物。,RPPNMLMKOHOFFAF97CA
板橋區,房地(土地+建物)+車位,新北市板橋區華江一路151~180號,6.24,商,,,1080513,土地1建物1車位1,十層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071227,97.84,2,2,1,有,有,12680000,129599,坡道平面,22.06,0,,RPQNMLMKOHOFFAF08CA
板橋區,房地(土地+建物),新北市板橋區裕民街94巷1弄1~30號,27,住,,,1080516,土地1建物1車位0,四層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,95.48,3,2,1,有,無,7800000,81693,,0,0,含增建或未登記建物。,RPOOMLMKOHOFFAF97CA
板橋區,房地(土地+建物),新北市板橋區縣民大道一段64巷1~30號,19.53,住,,,1080413,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,820716,95.09,3,2,1,有,無,11780000,123883,,0,0,含增建或未登記建物。,RPPOMLMKOHOFFAF08CA
土城區,房地(土地+建物),新北市土城區福安街55巷3弄1~30號,16.4,住,,,1080505,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,830408,57.43,2,1,1,有,無,4580000,79749,,0,0,,RPTOMLMKOHOFFAF48CA
土城區,房地(土地+建物),新北市土城區中央路四段125巷61~90號,19.67,住,,,1070316,土地1建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071122,106.58,3,2,2,有,無,11730000,110058,,0,0,建商與地主合建案。;,RPVOMLMKOHOFFAF68CA
板橋區,房地(土地+建物),新北市板橋區篤行路三段31~60號,12.49,住,,,1080505,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880529,103.85,3,2,1,有,有,8230000,79249,,0,0,,RPSPMLMKOHOFFAF48CA
板橋區,房地(土地+建物),新北市板橋區中正路331~360號,8,住,,,1080502,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住家用,加強磚造,650117,22.19,2,2,1,有,無,3800000,171248,,0,0,親友、員工或其他特殊關係間之交易。;,RPUPMLMKOHOFFAF68CA
板橋區,房地(土地+建物),新北市板橋區中正路301~330號,15.01,住,,,1080606,土地1建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670629,51.34,2,2,1,有,無,5000000,97390,,0,0,,RPVPMLNKOHOFFAF88CA
土城區,土地,清水段121~150地號,23.63,其他,,,1080521,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,3275118,138600,,0,0,包含公共設施保留地之交易。;,RPSNMLRKOHOFFAF78CA
板橋區,車位,新北市板橋區合宜路1~30號,0.66,住,,,1080517,土地0建物0車位1,,,其他,,,,31.65,0,0,0,有,有,1460000,,坡道平面,31.65,1460000,向政府機關承購之案件。;單獨車位交易。;,RPQQMLRKOHOFFAF88CA
板橋區,車位,新北市板橋區合宜路1~30號,0.66,住,,,1080508,土地0建物0車位1,,,其他,,,,31.65,0,0,0,有,有,1380000,,坡道平面,31.65,1380000,向政府機關承購之案件。;單獨車位交易。;,RPRQMLRKOHOFFAF98CA
板橋區,車位,新北市板橋區合安一路1~30號,0.18,住,,,1080507,土地0建物0車位1,,,其他,,,,31.97,0,0,0,有,有,1460000,,坡道平面,31.97,1460000,向政府機關承購之案件。;單獨車位交易。;,RPUQMLRKOHOFFAF66CA
板橋區,房地(土地+建物),新北市板橋區長江路二段31~60號,2.13,住,,,1080504,土地1建物1車位0,八層,二十六層,套房(1房1廳1衛),住家用,鋼筋混凝土造,870622,36.34,1,1,1,有,有,4950000,136214,,0,0,,RPSRMLTKOHOFFAF76CA
土城區,房地(土地+建物)+車位,新北市土城區中央路三段181~210號,32.41,工,,,1080428,土地1建物1車位2,三層,七層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,980604,161.1,2,1,1,有,有,10600000,65798,坡道平面,28.02,0,,RPSOMLKLOHOFFAF28CA
板橋區,房地(土地+建物),新北市板橋區雙十路二段70巷1~30號,25.75,住,,,1080504,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,79.8,3,2,2,有,無,9250000,115915,,0,0,含增建或未登記建物。;,RPQSMLKLOHOFFAF48CA
板橋區,房地(土地+建物)+車位,新北市板橋區長江路二段151~180號,32.07,住,,,1080316,土地1建物1車位2,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990115,276.64,4,2,3,有,有,33000000,119289,坡道平面,54.74,0,,RPPQMLQLOHOFFAF78CA
板橋區,房地(土地+建物),新北市板橋區北門街1~30號,8.45,商,,,1080321,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071015,94.81,2,2,1,有,有,17260000,182048,,0,0,,RPRSMLMJPHOFFAF68CA
板橋區,房地(土地+建物)+車位,新北市板橋區北門街1~30號,14.23,商,,,1080401,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071015,193.97,3,2,2,有,有,29380000,181940,坡道平面,44.58,2200000,土地交易總價含車位:1728萬元；建物交易總價含車位:1210萬元,RPSSMLMJPHOFFAF78CA
板橋區,房地(土地+建物),新北市板橋區北門街1~30號,9.44,商,,,1080321,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071015,108.29,3,2,1,有,有,19700000,181919,,0,0,,RPUSMLMJPHOFFAF98CA
板橋區,房地(土地+建物)+車位,新北市板橋區北門街1~30號,14.23,商,,,1080326,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071015,193.97,3,2,2,有,有,29360000,181137,坡道平面,44.58,2300000,2人共有；土地交易總價含車位:1727萬元；建物交易總價含車位:1209萬元,RPVSMLMJPHOFFAF09CA
板橋區,房地(土地+建物),新北市板橋區北門街1~30號,9.44,商,,,1080330,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071015,108.29,3,2,1,有,有,19570000,180718,,0,0,,RPWSMLMJPHOFFAF56CA
泰山區,土地,同榮段1051~1080地號,67.92,其他,,,1080528,土地2建物0車位0,,,其他,,,,0,0,0,0,有,無,4274337,62932,,0,0,包含公共設施保留地之交易。;,RPPOMLMKOHOFFBF18CA
林口區,房地(土地+建物)+車位,新北市林口區文化二路一段20巷25弄1~30號,7.22,住,,,1080514,土地1建物1車位1,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840419,58.22,1,1,1,有,有,4600000,79011,坡道平面,0,0,,RPSOMLMKOHOFFBF48CA
新莊區,房地(土地+建物),新北市新莊區新北大道七段421~450號,7.64,住,,,1080505,土地2建物1車位0,十一層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880409,86.28,2,2,1,有,有,7100000,82290,,0,0,共有人數2人。內含獨立產權公設，未包含在棟數內。含增建或未登記建物。,RPTNMLNKOHOFFBF58CA
新莊區,房地(土地+建物)+車位,新北市新莊區雙鳳路77巷1~30號,25.14,住,,,1080426,土地1建物1車位1,六層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050914,231.09,4,2,2,有,有,22180000,106006,坡道平面,39.78,1900000,,RPRPMLNKOHOFFBF58CA
新莊區,房地(土地+建物),新北市新莊區中原路217巷1~30號,19.25,住,,,1080429,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,770115,70.75,3,2,1,有,無,4800000,67845,,0,0,含增建或未登記建物。,RPXNMLNKOHOFFBF98CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路二段61~90號,23.49,住,,,1080408,土地1建物1車位1,三層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071106,193.26,2,2,2,有,有,20000000,107766,坡道平面,22.52,1600000,,RPSOMLOKOHOFFBF68CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路二段91~120號,24.18,住,,,1080125,土地1建物1車位2,三層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1071106,217.5,2,2,2,有,有,20140000,97646,坡道平面,45.04,3300000,,RPUOMLOKOHOFFBF88CA
新莊區,房地(土地+建物),新北市新莊區幸福路678巷1~30號,21.45,住,,,1080428,土地1建物1車位0,一層，平台,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,691230,84,4,1,2,有,無,10100000,120238,,0,0,,RPRRMLOKOHOFFBF88CA
泰山區,房地(土地+建物),新北市泰山區漢口街9巷1~30號,18.49,住,,,1080503,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,660509,64.9,2,2,1,有,無,4700000,72419,,0,0,,RPPRMLOKOHOFFBF68CA
新莊區,房地(土地+建物)+車位,新北市新莊區豐盛一街1~30號,9.74,商,,,1080424,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060419,111.16,2,1,1,有,有,9200000,82764,坡道平面,26.94,0,,RPQOMLRKOHOFFBF78CA
林口區,房地(土地+建物)+車位,新北市林口區文化二路一段68巷1~30號,19.87,住,,,1080507,土地1建物1車位1,三層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,870622,121.6,4,2,2,有,有,9700000,79770,坡道平面,0,0,含增建或未登記建物。;,RPRRMLRKOHOFFBF56CA
新莊區,房地(土地+建物)+車位,新北市新莊區青山路一段31~60號,9.24,住,,,1080501,土地1建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,940906,112.36,2,1,1,有,有,7100000,63190,坡道平面,29.45,0,,RPUSMLRKOHOFFBF96CA
林口區,房地(土地+建物),新北市林口區仁愛路二段601~630號,16.32,住,,,1080501,土地1建物1車位0,一層,十二層,店面(店鋪),見其他登記事項,鋼筋混凝土造,950420,93.03,0,0,0,無,有,21500000,231108,,0,0,,RPXOMLSKOHOFFBF96CA
新莊區,房地(土地+建物),新北市新莊區自治街1~30號,12.78,住,,,1080510,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,641107,46,2,1,1,有,無,3600000,78261,,0,0,增建或占用範圍:陽台外推,RPUPMLSKOHOFFBF76CA
新莊區,車位,新北市新莊區中和街151~180號,0.77,住,,,1080509,土地0建物0車位1,地下一層，地下二層,十七層,其他,見其他登記事項,鋼筋混凝土造,831111,37.3,0,0,0,有,有,1820000,,坡道平面,37.3,1820000,單獨車位交易。;,RPUSMLSKOHOFFBF07CA
林口區,車位,新北市林口區民權路1~30號,0.38,住,,,1080501,土地0建物0車位1,,,其他,,,,31.2,0,0,0,有,有,1400000,,坡道平面,31.2,1400000,,RPRRMLTKOHOFFBF76CA
五股區,房地(土地+建物)+車位,新北市五股區民義路一段91~120號,45.69,住,,,1080507,土地1建物1車位1,十層,十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1011119,224.22,4,2,3,有,有,18770000,83704,坡道平面,23.87,2000000,,RPTTMLKLOHOFFBF98CA
新莊區,房地(土地+建物)+車位,新北市新莊區中環路二段211~240號,25.16,住,,,1031004,土地1建物1車位2,十七層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071018,258.82,3,2,2,有,有,31410000,153825,坡道平面,78.68,3700000,,RPTUMLKLOHOFFBF09CA
林口區,房地(土地+建物)+車位,新北市林口區興林路221巷31~60號,142.36,住,,,1080426,土地1建物1車位2,全,三層,透天厝,見其他登記事項,鋼筋混凝土造,1001102,386.22,4,2,5,有,有,28500000,73792,坡道平面,47.6,0,,RPWOMLLLOHOFFBF88CA
泰山區,房地(土地+建物),新北市泰山區明志路二段232巷1~30號,12.07,商,,,1080427,土地1建物1車位0,八層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1070927,84.38,2,2,1,有,有,7750000,91846,,0,0,,RPORMLLLOHOFFBF38CA
新莊區,房地(土地+建物)+車位,新北市新莊區中環路二段211~240號,25.16,住,,,1031004,土地1建物1車位2,十七層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071018,258.86,3,2,2,有,有,31680000,155289,坡道平面,78.68,3700000,,RPSNMLOLOHOFFBF68CA
新莊區,房地(土地+建物)+車位,新北市新莊區中環路二段211~240號,14.78,住,,,1031016,土地1建物1車位1,六層,二十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071018,146.22,2,2,2,有,有,16500000,143165,坡道平面,39.35,1200000,,RPUNMLOLOHOFFBF88CA
新莊區,房地(土地+建物),新北市新莊區新莊路571~600號,14.05,住,,,1080430,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,720913,43.45,3,0,3,有,無,6500000,149597,,0,0,含增建或未登記建物。;,RPVQMLOLOHOFFBF66CA
五股區,房地(土地+建物)+車位,新北市五股區新五路三段1~30號,29.6,住,,,1080528,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050929,176.03,3,2,2,有,有,13010000,73625,坡道平面,25.13,1900000,,RPORMLOLOHOFFBF68CA
五股區,房地(土地+建物)+車位,新北市五股區新五路三段1~30號,18.84,住,,,1080523,土地1建物1車位1,十層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050929,124.67,2,2,1,有,有,9300000,74342,坡道平面,25.13,1900000,,RPQRMLOLOHOFFBF88CA
林口區,房地(土地+建物),新北市林口區粉寮醒吾新村1~30號,187.7,住,,,1080517,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,660208,111.18,5,2,4,有,無,17180000,154524,,0,0,含增建或未登記建物。;,RPPPMLPLOHOFFBF68CA
新莊區,車位,新北市新莊區幸福路721~750號,2.63,住,,,1080508,土地0建物0車位1,地下一層,十層,其他,見其他登記事項,鋼筋混凝土造,800102,15.85,0,0,0,有,有,1800000,,坡道平面,15.85,1800000,單獨車位交易。;,RPVRMLPLOHOFFBF86CA
新莊區,房地(土地+建物)+車位,新北市新莊區新北大道三段61~90號,9.73,商,,,1080515,土地1建物1車位1,十五層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,951005,159.07,3,2,2,有,有,13200000,82982,坡道平面,48.65,0,,RPOOMLQLOHOFFBF58CA
新莊區,房地(土地+建物)+車位,新北市新莊區幸福路871~900號,11.22,住,,,1080427,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,930415,103.36,2,2,1,有,有,10200000,98684,坡道機械,24.57,0,,RPPPMLQLOHOFFBF78CA
新莊區,房地(土地+建物),新北市新莊區中原路301~330號,18.17,住,,,1080508,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,890718,106.3,3,2,2,有,有,11160000,104986,,0,0,,RPQSMLQLOHOFFBF56CA
五股區,房地(土地+建物)+車位,新北市五股區御史路1巷1~30號,22.15,住,,,1080316,土地1建物1車位1,四層,九層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1071023,127.36,2,2,1,有,有,9200000,72236,坡道平面,37.56,0,,RPSSMLQLOHOFFBF76CA
林口區,房地(土地+建物)+車位,新北市林口區中北三街121~150號,101.89,住,,,1080507,土地1建物1車位1,全,四層,透天厝,見其他登記事項,鋼筋混凝土造,950830,192.35,3,3,4,有,有,15730000,81778,一樓平面,0,0,含增建或未登記建物。;,RPRPMLRLOHOFFBF09CA
林口區,房地(土地+建物),新北市林口區文化二路一段541~570號,13.67,商,,,1080513,土地1建物1車位0,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961017,103.76,2,2,1,有,有,8700000,83847,,0,0,,RPXUMLLJPHOFFBF86CA
林口區,房地(土地+建物)+車位,新北市林口區文化三路一段39巷1~30號,29.67,住,,,1080430,土地1建物1車位2,十九層,三十三層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1061130,300.54,3,2,2,有,有,37000000,123112,坡道平面,57.71,0,,RPSPMLTJPHOFFBF66CA
林口區,土地,瑞樹坑段後坑小段1081~1110地號,490,農,,,1080524,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,3557400,7260,,0,0,,RPUQMLLKPHOFFBF88CA
林口區,車位,新北市林口區南勢六街241~270號,1.99,住,,,1080424,土地0建物0車位1,,,其他,,,,32.14,0,0,0,有,有,900000,,坡道平面,32.14,900000,,RPVQMLLKPHOFFBF98CA
新店區,房地(土地+建物),新北市新店區德正街27巷29弄121~150號,34.4,住,,,1080517,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670705,100.98,3,1,2,有,無,10600000,104971,,0,0,含增建或未登記建物。;,RPRNMLMKOHOFFCF38CA
新店區,房地(土地+建物),新北市新店區三民路75巷7弄1~30號,17.86,住,,,1080417,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,46.87,3,2,2,有,無,5800000,123747,,0,0,親友、員工或其他特殊關係間之交易。;,RPSNMLMKOHOFFCF48CA
新店區,房地(土地+建物),新北市新店區如意街5巷1~30號,20.69,其他,,,1080420,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720208,73.82,3,2,1,有,有,5200000,70442,,0,0,"買方登記2人,前陽台外推",RPSOMLMKOHOFFCF58CA
新店區,房地(土地+建物),新北市新店區吉祥街9巷1~30號,75.53,其他,,,1080517,土地3建物1車位0,一層，地下一層，地下二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,780202,206.66,4,2,3,有,有,11500000,55647,,0,0,,RPTOMLMKOHOFFCF68CA
新店區,房地(土地+建物)+車位,新北市新店區安祥路121~150號,45.41,,山坡地保育區,丙種建築用地,1080525,土地1建物1車位1,十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830927,119.29,2,2,1,有,有,5350000,44849,坡道平面,0,0,前陽台外推,RPVOMLMKOHOFFCF88CA
新店區,房地(土地+建物),新北市新店區玫瑰路59巷1~30號,66.86,其他,,,1080424,土地3建物1車位0,四層，五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,781207,161.4,4,2,3,有,有,6000000,37175,,0,0,含增建或未登記建物。;,RPRNMLNKOHOFFCF48CA
新店區,房地(土地+建物)+車位,新北市新店區安和路一段1~30號,18.45,住,,,1080514,土地1建物1車位1,九層,十六層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1051018,179.87,3,2,2,有,有,18660000,103742,坡道平面,35.19,0,,RPTNMLNKOHOFFCF68CA
五股區,土地,五股坑二段841~870地號,435.24,其他,,,1080409,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,2420000,5560,,0,0,,RPXTMLSKPHOFFBF57CA
五股區,房地(土地+建物)+車位,新北市五股區水碓一路1~30號,15.92,住,,,1080508,土地3建物1車位1,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,880126,107.65,3,2,2,有,有,7650000,71064,坡道機械,0,0,親友、員工或其他特殊關係間之交易。;,RPSWMLSKPHOFFBF37CA
林口區,房地(土地+建物),新北市林口區文化一路一段121~150號,20.1,住,,,1080530,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,730331,113.78,3,2,2,有,有,5950000,52294,,0,0,,RPVOMLTKPHOFFBF96CA
新店區,土地,民權段691~720地號,21.45,其他,,,1080510,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,4680877,218223,,0,0,"1.買賣私契由買方提供,地政士僅受託登記2.公共設施保留地之交易",RPPNMLTKOHOFFCF88CA
新店區,房地(土地+建物)+車位,新北市新店區新坡一街61~90號,56.69,,山坡地保育區,丙種建築用地,1080518,土地1建物1車位1,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821105,161.89,3,2,2,有,有,11750000,72580,坡道平面,46.93,0,,RPQPMLLJPHOFFCF38CA
新店區,房地(土地+建物)+車位,新北市新店區安忠路57巷1~30號,26.09,住,,,1080412,土地1建物1車位1,二層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1060110,143.81,3,1,1,有,有,13050000,98450,坡道平面,27,1550000,建商與地主合建案。;,RPQQMLTJPHOFFCF66CA
汐止區,房地(土地+建物),新北市汐止區湖前街110巷97弄1~30號,39.62,,山坡地保育區,丙種建築用地,1080501,土地8建物1車位0,十層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,881202,122.47,2,2,2,有,有,9550000,77978,,0,0,,RPXNMLLKOHOFFDF98CA
汐止區,房地(土地+建物),新北市汐止區勤進路83巷1~30號,12.59,,山坡地保育區,丙種建築用地,1080511,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710824,33.24,0,0,0,無,有,2250000,67690,,0,0,含增建或未登記建物。;,RPQPMLMKOHOFFDF58CA
汐止區,房地(土地+建物)+車位,新北市汐止區仁愛路106巷1~30號,27.01,住,,,1080409,土地1建物1車位1,十八層,二十層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1060629,235.71,4,2,2,有,有,28100000,131816,坡道平面,41.5,2500000,,RPUPMLMKOHOFFDF98CA
汐止區,房地(土地+建物)+車位,新北市汐止區福德一路61~90號,16.59,住,,,1080520,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,950113,122.66,3,2,2,有,有,12000000,97831,坡道平面,15.37,0,,RPQQMLMKOHOFFDF68CA
汐止區,房地(土地+建物),新北市汐止區大同路二段271~300號,5.07,住,,,1080504,土地1建物1車位0,二十一層,二十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,840126,56.21,1,1,1,有,有,5520000,98203,,0,0,,RPPOMLNKOHOFFDF48CA
汐止區,房地(土地+建物),新北市汐止區南勢街1~30號,29.79,,鄉村區,乙種建築用地,1080422,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690409,89.59,4,2,1,有,無,7350000,82040,,0,0,含增建或未登記建物。;,RPUNMLOKOHOFFDF98CA
汐止區,房地(土地+建物),新北市汐止區大同路二段271~300號,4.98,住,,,1080524,土地1建物1車位0,十六層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840126,56.87,1,1,1,有,有,6000000,105504,,0,0,,RPTPMLRKOHOFFDF76CA
汐止區,房地(土地+建物),新北市汐止區東勢街201巷163弄1~30號,73.45,,山坡地保育區,丙種建築用地,1080513,土地5建物4車位0,全,二層,透天厝,住商用,鋼筋混凝土造,850216,163.9,4,2,3,有,有,14100000,86028,,0,0,,RPRONLTKOHOFFDF76CA
汐止區,房地(土地+建物),新北市汐止區保一街9巷8弄1~30號,13.19,住,,,1080519,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,841207,60.77,2,1,1,有,無,3850000,63354,,0,0,,RPXWMLQLOHOFFDF87CA
汐止區,房地(土地+建物),新北市汐止區大同路三段601~630號,6.64,住,,,1080429,土地1建物1車位0,二十五層,三十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880203,75.5,2,1,1,有,有,4250000,56291,,0,0,,RPWOMLTJPHOFFDF17CA
汐止區,房地(土地+建物)+車位,新北市汐止區康寧街169巷1~30號,42.16,工,,,1080507,土地1建物1車位1,七層,十二層,工廠,工業用,鋼筋混凝土造,841211,287.51,0,0,0,無,有,15700000,,坡道平面,0,0,,RPSPMLMLPHOFFDF98CA
淡水區,房地(土地+建物),新北市淡水區淡金路16巷1~30號,14.7,住,,,1080525,土地1建物1車位0,四層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,950707,77.03,2,2,1,有,有,6000000,77892,,0,0,陽台外推本成交資訊係由不動產經紀業提供屬實,RPXOMLLKOHOFFEF56CA
八里區,房地(土地+建物),新北市八里區龍米路二段232巷1~30號,43.32,工,,,1080511,土地1建物1車位0,一層,五層,廠辦,工業用,鋼筋混凝土造,810418,160.35,3,2,2,有,無,10400000,64858,,0,0,車位:空地約定專用、陽台外推,RPQQMLMKOHOFFEF78CA
淡水區,房地(土地+建物),新北市淡水區大忠街41巷31~60號,28.06,商,,,1080415,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,710419,95.92,2,2,1,有,無,4600000,47957,,0,0,含增建或未登記建物。;後方鐵皮增建,RPORMLMKOHOFFEF68CA
淡水區,車位,新北市淡水區民族路31巷28至91~120號,2.04,工,,,1080529,土地0建物0車位1,地下二層,二十一層,其他,工業用,鋼筋混凝土造,860430,35.74,0,0,0,有,有,600000,,坡道平面,35.74,600000,,RPPOMLNKOHOFFEF58CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路三段101巷17弄1~30號,15.52,住,,,1080515,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990128,121.72,2,2,1,有,有,6200000,50937,坡道平面,35.66,0,,RPXNMLOKOHOFFEF76CA
淡水區,房地(土地+建物)+車位,新北市淡水區崁頂三路91~120號,23.15,住,,,1071221,土地1建物1車位1,七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071102,178.69,3,2,2,有,無,10320000,60901,坡道平面,30.58,1300000,,RPXNMLRKOHOFFEF07CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段241~270號,7.96,商,,,1021114,土地1建物1車位1,二十六層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,108.07,2,2,1,有,有,7190000,69905,坡道機械,15.23,700000,,RPTPMLRKOHOFFEF86CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段241~270號,7.91,商,,,1030418,土地1建物1車位1,五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,107.46,2,2,1,有,有,6700000,67223,坡道機械,15.23,500000,,RPUPMLRKOHOFFEF96CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路二段241~270號,7.91,商,,,1030418,土地1建物1車位1,十層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070525,107.46,2,2,1,有,有,6960000,67874,坡道機械,15.23,700000,,RPVPMLRKOHOFFEF07CA
淡水區,房地(土地+建物),新北市淡水區民權路187巷86弄1~30號,65.55,住,,,1080420,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,650629,118.8,8,3,5,有,無,6860000,57744,,0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPQQMLRKOHOFFEF66CA
八里區,土地,大堀段1~30地號,209.82,住,,,1080503,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,15000000,71490,,0,0,含增建或未登記建物。;,RPQQMLSKOHOFFEF76CA
