district,rps01,rps02,rps03,rps04,rps05,rps06,rps07,rps08,rps09,rps10,rps11,rps12,rps13,rps14,rps15,rps16,rps17,rps18,rps19,rps20,rps21,rps22,rps23,rps24,rps25,rps26,rps27
鶯歌區,建物,新北市鶯歌區鳳七路271~300號,0,,,,1070331,土地0建物1車位1,七層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1061030,182.21,3,2,2,有,有,5314823,34660,坡道平面,44.45,540000,建商與地主合建案。;,SPXOMLPKPHOFFIF57CA
鶯歌區,建物,新北市鶯歌區鳳七路271~300號,0,,,,1070331,土地0建物1車位1,五層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1061030,130.3,2,2,1,有,有,3515814,34663,坡道平面,44.45,540000,建商與地主合建案。;,RPOPMLPKPHOFFIF66CA
鶯歌區,建物,新北市鶯歌區鳳七路271~300號,0,,,,1070331,土地0建物1車位1,五層,十層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1061030,182.21,3,2,2,有,有,5314823,34660,坡道平面,44.45,540000,建商與地主合建案。;,SPOPMLPKPHOFFIF76CA
樹林區,房地(土地+建物),新北市樹林區太元街1~30號,39.66,住,,,1080501,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,790319,136.72,4,2,2,有,無,7500000,54857,,0,0,親友、員工或其他特殊關係間之交易。;本案為二親等買賣。,RPPSMLKLOHOFFIF56CA
三峽區,房地(土地+建物),新北市三峽區中山路301~330號,6.53,住,,,1080531,土地1建物1車位0,二層,十五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,950123,43.33,1,0,1,有,有,3230000,74544,,0,0,,RPPPMLLLOHOFFIF98CA
三峽區,房地(土地+建物)+車位,新北市三峽區民權街211~240號,26.01,住,,,1080530,土地1建物1車位1,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,980414,155.41,3,2,2,有,有,9500000,61129,坡道平面,31.89,0,,RPSNMLLLOHOFFIF09CA
樹林區,房地(土地+建物)+車位,新北市樹林區學成路601~630號,22.55,商,,,1080528,土地1建物1車位1,十九層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,990128,246.14,4,2,2,有,有,20600000,83692,坡道平面,39.58,0,,RPVPMLOLOHOFFIF27CA
三峽區,房地(土地+建物)+車位,新北市三峽區大學路211~240號,11.8,住,,,1080516,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1040825,97.67,2,2,1,有,有,8300000,84980,坡道平面,20.82,0,,RPUTMLRLOHOFFIF87CA
樹林區,房地(土地+建物)+車位,新北市樹林區佳園路三段481~510號,29.92,住,,,1080517,土地1建物1車位2,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970125,238.22,4,2,3,有,有,16380000,68760,坡道平面,60.52,0,,RPRNMLRLOHOFFIF96CA
中和區,房地(土地+建物)+車位,新北市中和區中和路458巷1~30號,6.35,商,,,1080514,土地2建物1車位1,一層,十一層,店面(店鋪),見其他登記事項,鋼筋混凝土造,890928,60.72,0,0,0,無,有,14300000,235507,升降機械,24.7,0,,RPUOMLRLOHOFFHF27CA
永和區,房地(土地+建物),新北市永和區秀朗路一段220巷1~30號,10.55,住,,,1080507,土地1建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1071003,66.7,0,0,0,無,無,13380000,200600,,0,0,買賣總價含裝璜費用,RPSQMLSLOHOFFHF37CA
中和區,房地(土地+建物),新北市中和區工專路151~180號,28.05,住,,,1080525,土地2建物1車位0,二層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,901130,82.98,3,1,1,有,有,6600000,79537,,0,0,,RPQRMLSLOHOFFHF27CA
永和區,房地(土地+建物),新北市永和區永寧街91~120號,9.65,住,,,1080506,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,630830,17.68,3,2,1,有,無,1400000,79186,,0,0,親友、員工或其他特殊關係間之交易。;,RPRNMLLJPHOFFHF78CA
永和區,房地(土地+建物),新北市永和區安樂路100巷1~30號,35.84,住,,,1080521,土地4建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,見其他登記事項,601018,100.77,3,2,2,有,無,11300000,112137,,0,0,,RPQOMLNJPHOFFHF98CA
中和區,房地(土地+建物),新北市中和區中山路三段91~120號,28.82,其他,,,1080425,土地1建物1車位0,七層,八層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,790606,187.62,8,0,8,有,有,15500000,82614,,0,0,,RPSNMLRJPHOFFHF86CA
中和區,房地(土地+建物)+車位,新北市中和區建康路181~210號,14.18,住,,,1030629,土地1建物1車位1,七層,二十七層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1080225,131.59,2,2,1,有,無,16990833,160746,坡道平面,37.71,1900000,,RPSTMLTJPHOFFHF67CA
中和區,房地(土地+建物)+車位,新北市中和區建康路181~210號,29.99,住,,,1030927,土地1建物1車位1,二十二層,二十九層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1080225,247.7,4,2,2,有,無,34194739,153316,坡道平面,37.71,2000000,,RPTTMLTJPHOFFHF77CA
中和區,房地(土地+建物),新北市中和區秀朗路三段121~150號,29.9,住,,,1080419,土地1建物1車位0,一層，停車場，夾層,五層,公寓(5樓含以下無電梯),見其他登記事項,鋼筋混凝土造,780616,119.37,2,2,2,有,無,13000000,108905,,0,0,親友、員工或其他特殊關係間之交易。;停車場做其他用途使用,RPQNMLRKPHOFFHF76CA
中和區,房地(土地+建物)+車位,新北市中和區建康路181~210號,17.45,住,,,1030205,土地1建物1車位1,十層,二十七層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1080225,159.59,3,2,2,有,無,21602183,161652,坡道平面,37.71,1900000,,RPRSMLSKPHOFFHF47CA
中和區,房地(土地+建物)+車位,新北市中和區建康路181~210號,14.18,住,,,1021127,土地1建物1車位1,三層,二十七層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1080225,131.81,2,2,1,有,無,15401733,141357,坡道平面,37.71,2100000,,RPSSMLSKPHOFFHF57CA
中和區,房地(土地+建物)+車位,新北市中和區建康路181~210號,18.95,住,,,1071027,土地1建物1車位1,二十二層,二十七層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1080225,171.73,3,2,2,有,無,23672924,160968,坡道平面,37.71,2100000,,RPUSMLSKPHOFFHF77CA
永和區,房地(土地+建物),新北市永和區自由街1~30號,7.95,商,,,1080509,土地1建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,880119,82.74,3,2,2,有,有,12000000,145033,,0,0,含增建或未登記建物。;,RPVOMLKLOHOFFHF66CA
中和區,房地(土地+建物),新北市中和區復興路1~30號,27.31,住,,,1080409,土地1建物1車位0,一層，騎樓，停車場,五層,店面(店鋪),見其他登記事項,鋼筋混凝土造,780601,100.74,0,1,1,有,無,22000000,218384,,0,0,,RPUQMLLLOHOFFHF86CA
永和區,土地,信義段571~600地號,24,住,,,1080613,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,6500000,270833,,0,0,持分土地 含鐵架搭棚,RPUOMLLLOHOFFHF66CA
中和區,房地(土地+建物),新北市中和區中山路三段136巷91~120號,4.71,工,,,1080525,土地1建物1車位0,十五層,十五層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,970930,41.82,1,1,1,有,有,5000000,119560,,0,0,含增建或未登記建物。;,RPQPMLKLOHOFFHF88CA
永和區,房地(土地+建物),新北市永和區福和路331~360號,4.1,商,,,1080603,土地1建物1車位0,五層,十二層,套房(1房1廳1衛),住商用,鋼筋混凝土造,701229,39.13,1,1,1,有,有,4740000,121135,,0,0,含增建或未登記建物。;,RPXNMLLLOHOFFHF86CA
中和區,房地(土地+建物),新北市中和區景安路167巷1~30號,40.89,住,,,1080512,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,見其他登記事項,630926,80.41,3,2,1,有,無,10200000,126850,,0,0,含增建或未登記建物。;,RPVSMLOLOHOFFHF47CA
中和區,房地(土地+建物),新北市中和區景平路703巷2弄1~30號,18.03,住,,,1080514,土地1建物1車位0,四層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670612,65.35,2,2,1,有,無,7350000,112471,,0,0,,RPWUMLOLOHOFFHF77CA
永和區,房地(土地+建物),新北市永和區得和路211~240號,26.44,住,,,1080515,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,771004,146.74,4,2,2,有,有,15880000,108219,,0,0,,RPTNMLOLOHOFFHF76CA
永和區,房地(土地+建物),新北市永和區中山路一段31~60號,5.41,商,,,1080419,土地2建物1車位0,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,990910,75.13,2,2,1,有,有,13800000,183682,,0,0,含增建或未登記建物。;,RPWSMLPLOHOFFHF67CA
永和區,房地(土地+建物),新北市永和區得和路373巷6弄1~30號,25.3,住,,,1080507,土地1建物1車位0,二層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690108,93.04,3,2,1,有,無,7800000,83835,,0,0,二親等買賣,RPSTMLPLOHOFFHF37CA
中和區,房地(土地+建物),新北市中和區景平路241~270號,9.33,住,,,1080421,土地1建物1車位0,十三層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨混凝土造,890529,126.3,3,2,2,有,有,14800000,117181,,0,0,,RPROMLPLOHOFFHF76CA
三重區,房地(土地+建物)+車位,新北市三重區光復路一段31~60號,25.01,住,,,1080428,土地1建物1車位1,八層,三十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040304,267.54,4,2,2,有,有,32900000,132567,坡道平面,34.45,2000000,,RPSNMLPKPHOFFGF66CA
三重區,房地(土地+建物)+車位,新北市三重區光復路一段31~60號,25.01,住,,,1080516,土地1建物1車位1,十三層,三十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040304,267.09,4,2,2,有,有,35450000,143784,坡道平面,34.45,2000000,,RPTNMLPKPHOFFGF76CA
三重區,房地(土地+建物)+車位,新北市三重區光復路一段31~60號,29.6,住,,,1080426,土地1建物1車位1,二十一層,三十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040304,312.86,5,2,4,有,有,41100000,140081,坡道平面,34.45,2100000,,RPUNMLPKPHOFFGF86CA
蘆洲區,房地(土地+建物),新北市蘆洲區民族路167巷1弄1~30號,28.09,住,,,1080409,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730711,90.44,4,4,4,有,無,7600000,84034,,0,0,含增建或未登記建物。;,RPVOMLOJPHOFFGF86CA
三重區,房地(土地+建物)+車位,新北市三重區福和街1~30號,10,住,,,1080525,土地2建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860204,115.77,2,2,1,有,有,9800000,84651,升降機械,0,0,,RPRNMLPJPHOFFGF09CA
蘆洲區,房地(土地+建物),新北市蘆洲區九芎街91~120號,26.42,住,,,1080420,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,771105,95,3,2,1,有,無,6000000,63158,,0,0,親友、員工或其他特殊關係間之交易。;含增建或未登記建物。;,RPUPMLSKPHOFFGF37CA
三重區,房地(土地+建物)+車位,新北市三重區三賢街1~30號,37.97,住,,,1080509,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970204,225.35,3,2,2,有,有,26500000,117595,坡道平面,30.45,0,,RPXPMLMKPHOFFGF07CA
三重區,房地(土地+建物)+車位,新北市三重區中央北路27巷1~30號,17.29,住,,,1080522,土地2建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051206,185.46,4,2,2,有,有,24600000,148620,坡道平面,34.74,2200000,,RPTNMLMJPHOFFGF98CA
三重區,房地(土地+建物),新北市三重區三民街301~330號,27.79,住,,,1080518,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720629,90.26,3,2,2,有,無,7200000,79770,,0,0,,RPUOMLLJPHOFFGF09CA
蘆洲區,房地(土地+建物)+車位,新北市蘆洲區光華路110巷1~30號,18.25,住,,,1080509,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820116,139.64,3,2,2,有,有,12600000,90232,坡道平面,43.97,0,含增建或未登記建物。;,RPTOMLSLOHOFFGF17CA
三重區,房地(土地+建物)+車位,新北市三重區中正南路121~150號,17.61,住,,,1080430,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,920430,163.43,4,2,2,有,有,17800000,108915,坡道平面,24.73,0,,RPXPMLSLOHOFFGF67CA
蘆洲區,房地(土地+建物),新北市蘆洲區光華路132巷2弄1~30號,35.36,住,,,1080523,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,760429,120.33,3,2,2,有,無,8200000,68146,,0,0,親友、員工或其他特殊關係間之交易。;,RPVQMLQLOHOFFGF37CA
蘆洲區,房地(土地+建物),新北市蘆洲區長安街102巷31~60號,33,住,,,1080508,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,780224,115.65,2,2,1,有,無,12000000,103761,,0,0,含增建或未登記建物。;,RPTQMLKLOHOFFGF56CA
三重區,房地(土地+建物)+車位,新北市三重區新北大道一段241~270號,10.75,住,,,1080514,土地1建物1車位1,十七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880206,130.83,3,2,2,有,有,13580000,103799,坡道機械,18.57,0,陽台外推。,RPRPMLOLOHOFFGF66CA
三重區,房地(土地+建物)+車位,新北市三重區集英路1~30號,31.54,住,,,1080523,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001027,213.49,4,2,2,有,有,20600000,96492,坡道平面,44.44,0,,RPWNMLQLOHOFFGF17CA
三重區,房地(土地+建物),新北市三重區大同南路96巷1~30號,20.17,住,,,1080522,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,800209,84.43,3,1,2,有,無,8000000,94753,,0,0,,RPUOMLPLOHOFFGF96CA
淡水區,房地(土地+建物),新北市淡水區民族路50巷1~30號,9.21,商,,,1080521,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,870819,76.02,3,2,2,有,有,9000000,118390,,0,0,,RPPPMLTKPHOFFEF76CA
淡水區,房地(土地+建物)+車位,新北市淡水區民權路211~240號,16.95,住,,,1080323,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,961005,172.65,4,2,2,有,有,19580000,113409,坡道平面,20.83,0,含增建或未登記建物。;內含獨立產權車位，未包含在棟數內。,RPPRMLTKPHOFFEF96CA
三芝區,房地(土地+建物),新北市三芝區樂全街91~120號,16.93,,山坡地保育區,丙種建築用地,1080514,土地1建物1車位0,八層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,850529,41.14,1,0,1,有,有,1250000,30384,,0,0,,RPVTMLSJPHOFFEF57CA
八里區,土地,大崁段31~60地號,24.63,住,,,1080610,土地1建物0車位0,,,其他,,,,0,0,0,0,有,無,1006000,40844,,0,0,親友、員工或其他特殊關係間之交易。;,RPOPMLKLOHOFFEF38CA
淡水區,房地(土地+建物),新北市淡水區八勢路一段151~180號,270.17,,山坡地保育區,丙種建築用地,1080531,土地1建物1車位0,全,五層,透天厝,住家用,鋼筋混凝土造,800712,309.82,4,2,5,有,有,11000000,35504,,0,0,親友、員工或其他特殊關係間之交易。;,RPUPMLKLOHOFFEF98CA
八里區,房地(土地+建物)+車位,新北市八里區頂罟一路61~90號,33.7,住,,,1080430,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071228,167.8,3,2,2,有,無,10708200,66554,坡道平面,27.94,1400000,,RPXOMLLLOHOFFEF66CA
八里區,房地(土地+建物),新北市八里區中華路二段258巷1~30號,9.48,住,,,1080528,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820330,83.61,4,0,4,有,有,5250000,62792,,0,0,含增建或未登記建物。;,RPPNMLOLOHOFFEF68CA
淡水區,房地(土地+建物)+車位,新北市淡水區濱海路二段181~210號,40.25,住,,,1080505,土地1建物1車位2,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1050624,246.93,4,2,2,有,有,19620000,83749,坡道平面,42.51,2500000,,RPOQMLOLOHOFFEF88CA
八里區,房地(土地+建物)+車位,新北市八里區忠孝路301~330號,23.9,住,,,1080605,土地2建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071022,138.44,2,2,1,有,有,7200000,60219,坡道平面,32.66,830000,,RPRQMLLJPHOFFEF78CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市二路一段91~120號,13.45,住,,,1080504,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1061128,115.41,0,0,0,無,有,5700000,56738,坡道平面,37.86,1300000,"房地交易總價含機車停車位價款新台幣50,000元機車停車位面積6.24平方公尺。本案標的權利人為2人。",RPWPMLMJPHOFFEF66CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路三段101巷91~120號,10.54,住,,,1080520,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000922,90.31,1,1,1,有,有,5000000,55365,坡道平面,33.53,0,,RPUOMLSLOHOFFEF07CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段61~90號,16.92,住,,,1040418,土地0建物1車位1,六層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,115.46,2,1,2,有,有,7920000,73198,坡道平面,25.02,1300000,,RPUPMLRJPHOFFEF96CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段121~150號,12.03,住,,,1030829,土地1建物1車位1,二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,86.8,1,1,1,有,有,5820000,73163,坡道平面,25.02,1300000,,RPVPMLRJPHOFFEF07CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段61~90號,25.69,住,,,1060703,土地1建物1車位1,十四層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,170.73,3,2,2,有,有,12170000,73914,坡道平面,25.02,1400000,,RPVNMLRJPHOFFEF86CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段121~150號,21.82,住,,,1050417,土地1建物1車位1,三層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,144.65,3,1,2,有,有,10170000,73309,坡道平面,25.02,1400000,,RPWNMLRJPHOFFEF96CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段91~120號,26.91,住,,,1041221,土地1建物1車位1,八層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,178.3,3,2,2,有,有,13250000,77962,坡道平面,25.02,1300000,,RPOOMLRJPHOFFEF88CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段61~90號,27.73,住,,,1040328,土地1建物1車位2,十七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,195.76,3,2,2,有,有,13700000,76173,坡道平面,50.04,2600000,,RPPOMLRJPHOFFEF98CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段121~150號,21.82,住,,,1030731,土地1建物1車位1,十八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,145.63,3,1,2,有,有,10230000,74040,坡道平面,25.02,1300000,,RPQOMLRJPHOFFEF09CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段91~120號,26.91,住,,,1060930,土地1建物1車位1,二十五層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,178.35,3,2,2,有,有,12900000,75002,坡道平面,25.02,1400000,,RPTOMLRJPHOFFEF76CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段91~120號,21.82,住,,,1060415,土地1建物1車位1,二十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,144.65,3,1,2,有,有,10570000,77489,坡道平面,25.02,1300000,,RPUOMLRJPHOFFEF86CA
汐止區,房地(土地+建物)+車位,新北市汐止區新台五路一段61~90號,21.81,工,,,1080509,土地3建物1車位2,十七層,二十層,廠辦,工商用,鋼造,830330,317.97,0,0,0,無,有,19141810,60198,坡道平面,63.02,0,,RPPPMLSKPHOFFDF56CA
汐止區,房地(土地+建物)+車位,新北市汐止區新台五路一段61~90號,21.81,工,,,1080502,土地3建物1車位2,二十層,二十層,廠辦,工商用,鋼造,830330,315.85,0,0,0,無,有,21100000,66804,坡道平面,63.02,0,,RPQPMLSKPHOFFDF66CA
汐止區,房地(土地+建物)+車位,新北市汐止區明峰街271~300號,31.83,住,,,1080414,土地1建物1車位1,十三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,820414,234.73,4,2,2,有,有,19500000,83074,坡道平面,0,0,房間陽台外推,RPVPMLMLPHOFFDF66CA
汐止區,房地(土地+建物)+車位,新北市汐止區大同路三段181~210號,28.52,工,,,1080507,土地1建物1車位2,二層,十層,廠辦,工業用,鋼筋混凝土造,810629,300.36,2,0,0,有,有,11500000,38287,坡道平面,0,0,,RPTNMLKKPHOFFDF58CA
汐止區,房地(土地+建物)+車位,新北市汐止區福德一路206巷1~30號,30.91,住,,,1080531,土地1建物1車位1,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,981028,202.31,4,2,2,有,有,18000000,88972,坡道平面,0,0,,RPPPMLOJPHOFFDF68CA
汐止區,房地(土地+建物)+車位,新北市汐止區大同路三段601~630號,8.53,住,,,1080530,土地1建物1車位1,二十三層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880203,111.19,3,2,2,有,有,5200000,46767,升降機械,0,600000,,RPQOMLTJPHOFFDF56CA
汐止區,房地(土地+建物)+車位,新北市汐止區新台五路一段91~120號,30.61,工,,,1080122,土地2建物1車位1,十層,三十五層,廠辦,見其他登記事項,見其他登記事項,1080123,446.62,0,0,0,無,有,39160000,90740,坡道平面,37.1,2000000,,RPROMLTJPHOFFDF66CA
汐止區,房地(土地+建物)+車位,新北市汐止區新台五路一段91~120號,24.49,工,,,1080122,土地2建物1車位1,十層,三十五層,廠辦,見其他登記事項,見其他登記事項,1080123,364.56,0,0,0,無,有,31720000,90759,坡道平面,37.1,2000000,,SPROMLTJPHOFFDF76CA
汐止區,房地(土地+建物)+車位,新北市汐止區新台五路一段91~120號,23.73,工,,,1080122,土地2建物1車位1,十層,三十五層,廠辦,見其他登記事項,見其他登記事項,1080123,351.06,0,0,0,無,有,30490000,90744,坡道平面,37.1,2000000,,TPROMLTJPHOFFDF86CA
汐止區,房地(土地+建物)+車位,新北市汐止區新台五路一段91~120號,24.49,工,,,1080122,土地2建物1車位1,十層,三十五層,廠辦,見其他登記事項,見其他登記事項,1080123,364.56,0,0,0,無,有,31720000,90759,坡道平面,37.1,2000000,,UPROMLTJPHOFFDF96CA
汐止區,房地(土地+建物)+車位,新北市汐止區新台五路一段91~120號,32.3,工,,,1080122,土地2建物1車位1,十層,三十五層,廠辦,見其他登記事項,見其他登記事項,1080123,470.24,0,0,0,無,有,41300000,90733,坡道平面,37.1,2000000,,VPROMLTJPHOFFDF07CA
汐止區,房地(土地+建物)+車位,新北市汐止區新台五路一段91~120號,23.73,工,,,1080122,土地2建物1車位1,十層,三十五層,廠辦,見其他登記事項,見其他登記事項,1080123,351.06,0,0,0,無,有,30490000,90744,坡道平面,37.1,2000000,,WPROMLTJPHOFFDF17CA
汐止區,房地(土地+建物)+車位,新北市汐止區新台五路一段91~120號,24.03,工,,,1080122,土地2建物1車位1,十層,三十五層,廠辦,見其他登記事項,見其他登記事項,1080123,355.12,0,0,0,無,有,30860000,90749,坡道平面,37.1,2000000,,XPROMLTJPHOFFDF27CA
汐止區,房地(土地+建物)+車位,新北市汐止區新台五路一段91~120號,24.49,工,,,1080122,土地2建物1車位1,十層,三十五層,廠辦,見其他登記事項,見其他登記事項,1080123,364.56,0,0,0,無,有,31720000,90759,坡道平面,37.1,2000000,,YPROMLTJPHOFFDF37CA
汐止區,房地(土地+建物)+車位,新北市汐止區新台五路一段91~120號,32.3,工,,,1080122,土地2建物1車位1,十層,三十五層,廠辦,見其他登記事項,見其他登記事項,1080123,470.24,0,0,0,無,有,41300000,90733,坡道平面,37.1,2000000,,ZPROMLTJPHOFFDF47CA
汐止區,房地(土地+建物)+車位,新北市汐止區新台五路一段91~120號,30.61,工,,,1080122,土地2建物1車位1,十層,三十五層,廠辦,見其他登記事項,見其他登記事項,1080123,446.62,0,0,0,無,有,39160000,90740,坡道平面,37.1,2000000,,QQROMLTJPHOFFDF66CA
汐止區,房地(土地+建物)+車位,新北市汐止區新台五路一段91~120號,24.49,工,,,1080122,土地2建物1車位1,十層,三十五層,廠辦,見其他登記事項,見其他登記事項,1080123,364.56,0,0,0,無,有,31720000,90759,坡道平面,37.1,2000000,,RQROMLTJPHOFFDF76CA
汐止區,房地(土地+建物)+車位,新北市汐止區新台五路一段91~120號,24.03,工,,,1080122,土地2建物1車位1,十層,三十五層,廠辦,見其他登記事項,見其他登記事項,1080123,355.12,0,0,0,無,有,30860000,90749,坡道平面,37.1,2000000,,SQROMLTJPHOFFDF86CA
汐止區,房地(土地+建物)+車位,新北市汐止區湖前街31~60號,20.11,住,,,1080524,土地1建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,961116,151.67,3,2,2,有,有,16800000,110767,坡道平面,30.41,0,,RPQRMLLJPHOFFDF68CA
汐止區,房地(土地+建物)+車位,新北市汐止區中興路110巷30弄1~30號,29.83,住,,,1080504,土地5建物1車位1,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,790504,170.2,3,2,2,有,有,9360000,54994,坡道平面,0,0,,RPTTMLMJPHOFFDF66CA
汐止區,房地(土地+建物),新北市汐止區林森街61~90號,43.7,,鄉村區,乙種建築用地,1080503,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700919,98.78,3,2,2,有,無,6600000,66815,,0,0,含增建或未登記建物。;,RPXPMLKLOHOFFDF56CA
汐止區,房地(土地+建物),新北市汐止區大同路二段271~300號,6.87,住,,,1080518,土地1建物1車位0,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,840126,79.11,2,2,1,有,有,7500000,94805,,0,0,,RPOOMLOLOHOFFDF58CA
汐止區,房地(土地+建物)+車位,新北市汐止區茄苳路121~150號,14.54,住,,,1080505,土地9建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,981204,103.11,2,2,1,有,有,9800000,95044,坡道機械,17.06,0,,RPTOMLLLOHOFFDF78CA
新店區,房地(土地+建物)+車位,新北市新店區櫻花街121~150號,64.22,住,,,1080523,土地1建物1車位1,四層,五層,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,1080325,166.75,2,2,2,有,有,11000000,77665,坡道平面,36.06,850000,土地及建物分次登記案件。前案土地登記收件字號：;,RPVOMLLLOHOFFCF88CA
